0.000000000000000000e+00 -9.630649516026071333e-02 9.867875155458599463e-04 -3.368326558477634930e-02 -3.674994667821414058e-03 5.051663100469413678e-03 -9.775681133201484171e-03 -9.143840362129439583e-03 -8.104434309995393274e-04 -1.153668449278376709e-03
1.000000000000000056e-01 -4.648869492100541484e-02 -6.569054060885208546e-02 -1.915288149757136960e-02 -3.789685003059711094e-02 -1.725299169444323433e-02 1.523164811086837045e-04 -1.289879020938336333e-02 -9.759028253316127943e-03 -8.292509860458022533e-03
2.000000000000000111e-01 2.448169314366732963e-01 -5.360588419066687760e-02 2.540323904774891353e-02 -1.679262729482148067e-02 -9.600943655893309087e-03 -1.019226806571839165e-02 -1.799714948768091349e-02 -1.585868649485727006e-02 -1.737708546660634776e-02
3.000000000000000444e-01 -7.922762150374249024e-02 -6.532953723640644306e-02 -1.065279034414073900e-01 -8.409514864760887776e-03 -9.403888204199196618e-03 -3.909374633617894446e-02 -2.292898698628180118e-02 -2.061811593211930124e-02 -1.904623494605414691e-02
4.000000000000000222e-01 -1.602248695395324385e-01 -8.855687564943744150e-02 -3.624881754652525823e-02 -2.557045750728821620e-02 -4.323305386078502011e-03 -2.662282081394345273e-02 -2.073497904167758907e-02 -2.348949463739757534e-02 -2.042394355000303613e-02
5.000000000000000000e-01 7.209727771842880384e-02 -3.581176643973783824e-02 -2.745161615899843754e-02 -3.199590908632840569e-02 -1.755469095389965498e-02 -1.460270537536565751e-02 -2.105593958543480748e-02 -2.170502675447238961e-02 -2.017909247381449722e-02
6.000000000000000888e-01 4.171163482131215461e-02 -8.898640496698015379e-02 8.019722058752058735e-03 -7.429455059840515962e-04 -1.541578139009947002e-02 -1.756431024233248359e-02 -1.778156545788021209e-02 -1.465877871695465268e-02 -1.703349555600667045e-02
7.000000000000000666e-01 1.292485731556212158e-01 -9.583920154533018265e-02 -2.824289775137033345e-03 5.383411722403471517e-03 -1.459159342642606626e-02 -6.802520276690299413e-03 -1.213804548398257806e-02 -1.209721403322436620e-02 -1.088664201825923633e-02
8.000000000000000444e-01 -4.027500663352890503e-02 -1.397563792409511809e-03 -3.327039412226225068e-02 -8.374224947250352366e-03 -8.549756866946423006e-03 -1.222100137661329654e-02 8.484297010240022391e-04 -3.057621568111818389e-03 -2.781861912289919879e-03
9.000000000000000222e-01 -6.530460801573663432e-03 -5.487407565998542180e-02 6.118879405728618048e-03 7.389239391614284974e-03 -5.319173090902505965e-04 1.315029670004271012e-02 1.715438104577314375e-03 6.362066702292452046e-03 3.504539650128190957e-03
1.000000000000000000e+00 -5.013612765727139264e-02 1.992830301346028982e-02 3.594794336728896617e-03 2.106878529031025460e-02 2.551273754787889911e-03 1.325451524890934943e-02 1.765284413999159904e-02 1.307147789516414568e-02 1.630418141351905326e-02
1.100000000000000089e+00 2.964608704390844784e-02 -3.545005900477850302e-02 1.514953986869994017e-02 1.017229636440171794e-02 3.222783268322354511e-02 2.975442709202972408e-02 2.293796486407544480e-02 2.830324994614503639e-02 2.695575918512492855e-02
1.200000000000000178e+00 4.689411377364574585e-02 -6.206445040079056064e-02 -1.547933599828224538e-02 6.378083825832024656e-02 6.525889964415346189e-02 4.209405959371907008e-02 3.572801737466861638e-02 4.161359860365193564e-02 4.274080712814420230e-02
1.300000000000000044e+00 1.418362857020473156e-01 7.873811680323716811e-02 1.489006985803339317e-02 6.783700400073400250e-02 4.469345710381394943e-02 5.241501882687844838e-02 5.216688484359243566e-02 5.595575050803124062e-02 5.555756180161397495e-02
1.400000000000000133e+00 9.120000328483023055e-02 1.340110954154198342e-01 8.965171403140267947e-02 7.541384515368018682e-02 8.441085145384451260e-02 7.461467701051224810e-02 7.010397010485046321e-02 6.933460441124117413e-02 7.301691009067419469e-02
